,ARTIST_NAME,SONG_NAME,LYRICS,Unnamed: 0,name,artist,meaning
367,gabrielle aplin,the house we never built,"i broke another glass, in the house we never built, the winter is always cold enough, cold enough to kill, just a little jasmine, just a little salt in my wounds, what happens if i tell you, to tell the truth?, tell me you love her, and i'll be gone, tell me you love her, and my heart was simply wrong, just say the words and i'll turn around, i'll be gone without a sound, and burn this house to the ground, it's like i never left, the house we never built, i broke another mirror, that was 21 years left, just a little bad luck, just a little salt in my wounds, break it to me gently, gently!, tell me you love her, and i'll be gone, tell me you love her, and my heart was simply wrong, just say the words and i'll turn around, i'll be gone without a sound, and burn this house to the ground, i'll burn it down, feel the heat of my face, see it go down in flames, i'll burn it down, burn it in to the ground, tell me you love her, and i'll be gone, tell me you love her, and my heart was simply wrong, just say the words and i'll turn around, i'll be gone without a sound, and burn this house to the ground",1377,the house we never built,gabrielle aplin,breakup
368,hozier,take me to church,"my lover's got humour, she's the giggle at a funeral, knows everybody's disapproval, i should've worshipped her sooner, if the heavens ever did speak, she's the last true mouthpiece, every sunday's getting more bleak, a fresh poison each week, we were born sick",3562,take me to church,hozier,religion
369,hozier,someone new,"don't take this the wrong way, you knew who i was with every step that i ran to you, only blue or black days, electing strange perfections in any stranger i choose. would things be easier if there was a right way?, honey, there is no right way. and so i fall in love just a little, oh a little bit every day with someone new, i fall in love just a little, oh a little bit every day with someone new, i fall in love just a little, oh a little bit every day with someone new, i fall in love just a little, oh a little bit every day with someone new, there's an art to life's distractions, to somehow escape the burning weight, the art of scraping through, some like to imagine, the dark caress of someone else, i guess any thrill will do, would things be easier if there was a right way?, honey, there is no right way. and so i fall in love just a little, oh a little bit every day with someone new, i fall in love just a little, oh a little bit every day with someone new, i fall in love just a little, oh a little bit every day with someone new, i fall in love just a little, oh a little bit every day with someone new, i wake at the first cringe of morning, and my heart's already sinned. how pure, how sweet a love, aretha, that you would pray for him. 'cause god knows i fall in love just a little, oh, a little bit every day with someone new, i fall in love just a little, oh a little bit every day with someone new, i fall in love just a little, oh a little bit every day with someone new, i fall in love just a little, oh a little bit every day with someone new, i fall in love just a little, oh a little bit every day with someone new, i fall in love just a little, oh a little bit every day, love with every stranger, the stranger the better, love with every stranger, the stranger the better, love with every stranger, the stranger the better, love with every stranger, the stranger the better, love with every stranger, the stranger the better, love with every stranger, the stranger the better, i fall in love just a little, oh a little bit every day with someone new,",1587,someone new,hozier,breakup
370,hozier,from eden,"babe, there's something tragic about you, something so magic about you, don't you agree?, babe, there's something lonesome about you, something so wholesome about you, get closer to me, no tired sighs, no rolling eyes, no irony, no 'who cares', no vacant stares, no time for me, honey, you're familiar like my mirror years ago, idealism sits in prison, chivalry fell on its sword, innocence died screaming, honey, ask me i should know, i slithered here from eden just to sit outside your door, babe, there's something wretched about this, something so precious about this, where to begin, babe, there's something broken about this, but i might be hoping about this. oh, what a sin, to the strand a picnic plan for you and me, a rope in hand for your other man to hang from a tree, honey, you're familiar like my mirror years ago, idealism sits in prison, chivalry fell on its sword, innocence died screaming, honey, ask me i should know, i slithered here from eden just to sit outside your door, honey, you're familiar like my mirror years ago, idealism sits in prison, chivalry fell on its sword, innocence died screaming, honey, ask me i should know, i slithered here from eden just to hide outside your door",3570,from eden,hozier,religion
371,hailee steinfeld,love myself,"when i get chills at night, i feel it deep inside without you, yeah, know how to satisfy, keeping that tempo right without you, yeah, pictures in my mind on replay, i'm gonna touch the pain away, i know how to scream my own name, scream my name, gonna love myself, no, i don't need anybody else, gonna love myself, no, i don't need anybody else, can't help myself, no, i don't need anybody else, anytime, day or night, gonna love myself, no, i don't need anybody else, gonna love myself, no, i don't need anybody else, can't help myself, no, i don't need anybody else, anytime that i like, i'll take it nice and slow, feeling good on my own without you, yeah, got me speaking in tongues, the beautiful, it comes without you, yeah, i'm gonna put my body first, and love me so hard 'til it hurts, i know how to scream out the words, scream the words, gonna love myself, no, i don't need anybody else, gonna love myself, no, i don't need anybody else, can't help myself, no, i don't need anybody else, anytime, day or night, gonna love myself, no, i don't need anybody else, gonna love myself, no, i don't need anybody else, can't help myself, no, i don't need anybody else, anytime that i like, ah, la la la, la la la la la. anytime that i like, i know how to scream my own name, scream my name, gonna love myself, no, i don't need anybody else, gonna love myself, no, i don't need anybody else, can't help myself, no, i don't need anybody else, anytime, day or night, gonna love myself, no, i don't need anybody else, gonna love myself, no, i don't need anybody else, can't help myself, no, i don't need anybody else, anytime that i like, ah, la la la, la la la la la. anytime that i like,",1435,love myself,hailee steinfeld,breakup
372,hailee steinfeld,you're such a,"you keep calling, you keep calling, saying that you want it back, all my loving, all my loving, but you can't, you can't, you keep trying, you keep trying, with that sweet talk on your tongue, but i'm not buying, i'm not buying, i can't, i can't, cause you had your chance and you blew it, yeah, you ripped it up and you chewed it, and the more you talk, you prove it, yeah, you prove it, that damn, you're such a, did you think that i would let you, crawl right back into my bedroom, after everything we've been through, i know the truth, that damn, you're such a, difficult little devil, trying to put it back together, cause you see i'm doing better, without you now, damn, you're such a, da da di da da, da da di da da, damn, you're such a, da da di da da, i know the truth, damn, you're such a, see you smoking, see you smoking, those electric cigarettes, are you joking? are you joking?, i can't, i can't, cause you had your chance and you blew it, yeah, you ripped it up and you chewed it, and the more you talk, you prove it, yeah, you prove it, that damn, you're such a, did you think that i would let you, crawl right back into my bedroom, after everything we've been through, i know the truth, that damn, you're such a, difficult little devil, trying to put it back together, cause you see i'm doing better, without you now, damn, you're such a, da da di da da, da da di da da, damn, you're such a, da da di da da, i know the truth, damn, you're such a, da da di da da, da da di da da, damn, you're such a, da da di da da, without you now, damn, you're such a, you can take your lies to your next girlfriend, cause i don't wanna hear it anymore, and if you're all that's left when the whole world ends, no i still don't wanna hear it anymore, mmm, damn, you're such a, damn, you're such a, did you think that i would let you, crawl right back into my bedroom, after everything we've been through, i know the truth, that damn, you're such a, difficult little devil, trying to put it back together, cause you see i'm doing better, without you now, damn, you're such a, da da di da da, da da di da da, damn, you're such a, da da di da da, i know the truth, damn, you're such a, da da di da da, da da di da da, damn, you're such a, da da di da da, without you now, damn, you're such a",995,you're such a,hailee steinfeld,breakup
373,hailee steinfeld,wrong direction,"i don't hate you, no, i couldn't if i wanted to, i just hate all the hurt that you put me through, and that i blame myself for letting you, did you know i already knew?, couldn't even see you through the smoke, lookin' back, i probably should have known, but i just wanted to believe that you were out sleepin' alone, loved me with your worst intentions, didn't even stop to question, every time you burned me down, don't know how; for a moment it felt like heaven, loved me with your worst intentions, painted us a happy ending, every time you burned me down, don't know how; for a moment it felt like heaven, and it's so gut-wrenchin', fallin' in the wrong direction, on my tip-toes, but i still couldn't reach your ego, guess i was crazy to give you my body, my mind, don't know what i was thinkin' 'til now, everyone thinks that your somebody else, you even convinced yourself, couldn't even see you through the smoke, lookin' back, i probably should have known, but i just wanted to believe that you were out sleepin' alone, loved me with your worst intentions, didn't even stop to question, every time you burned me down, don't know how; for a moment it felt like heaven, loved me with your worst intentions, painted us a happy ending, every time you burned me down, don't know how; for a moment it felt like heaven, and it's so gut-wrenchin', fallin' in the wrong direction, how did you sweep me right off my feet?, baby, i can't keep falling in the wrong direction, how did you sweep me right off my feet?, right off my feet, couldn't even see you through the smoke, lookin' back, i probably should have known, but i just wanted to believe that you were out sleepin' alone, loved me with your worst intentions, didn't even stop to question, every time you burned me down, don't know how; for a moment it felt like heaven, loved me with your worst intentions, painted us a happy ending, every time you burned me down, don't know how; for a moment, it felt like heaven, and it's so gut-wrenchin', fallin' in the wrong direction",1079,wrong direction,hailee steinfeld,breakup
374,heidi newfield,johnny & june,"oh there's something 'bout a man in black, makes me want to buy a cadillac, throw the top back, and roll down to jackson town, i wanna be there on the stage with you, you and i could be the next rage to, hear the crowd roar, make 'em one more, i'll kick the footlights out, i wanna love like johnny & june, rings of fire burnin' with you, i wanna walk the line, walk the line, 'till the end of time, i wanna love, love ya that much, cash it all in, give it all up, when you're gone, i wanna go too, like johnny & june, i wanna hold you baby right or wrong, build a world around a country song, pray a sweet prayer, follow you there, down in history, i wanna love like johnny & june, rings of fire burnin' with you, i wanna walk the line, walk the line, 'till the end of time, i wanna love, love ya that much, cash it all in, give it all up, when you're gone, i wanna go too, like johnny & june, like johnny & june, more than life itself, no-one else, this here is promise, they don't make love like that anymore, is that too much to be askin' for, i wanna love like johnny & june, rings of fire burnin' with you, i wanna walk the line, walk the line, 'till the end of time, i wanna love, love ya that much, cash it all in, give it all up, when you're gone, i wanna go too, like johnny & june, like johnny & june, and when we're gone, there'll be no tears to cry, only memories of our lives, they'll remember, remember, a love like that.",2907,johnny & june,heidi newfield,sex
375,heart,alone,"i hear the ticking of the clock, i'm lying here the room's pitch dark, i wonder where you are tonight, no answer on the telephone, and the night goes by so very slow, oh i hope that it won't end though, alone, till now i always got by on my own, i never really cared until i met you, and now it chills me to the bone, how do i get you alone, how do i get you alone, you don't know how long i have wanted, to touch your lips and hold you tight, oh, you don't know how long i have waited, and i was going to tell you tonight, but the secret is still my own, and my love for you is still unknown, alone, till now i always got by on my own, i never really cared until i met you, and now it chills me to the bone, how do i get you alone, how do i get you alone, how do i get you alone, how do i get you alone, alone, alone",453,alone,heart,love
376,hillsong worship,this i believe (the creed),"our father everlasting, the all creating one, god almighty, through your holy spirit, conceiving christ the son, jesus our savior, i believe in god our father, i believe in christ the son, i believe in the holy spirit, our god is three in one, i believe in the resurrection, that we will rise again, for i believe in the name of jesus, our judge and our defender, suffered and crucified, forgiveness is in you, descended into darkness, you rose in glorious life, forever seated high, i believe in god our father, i believe in christ the son, i believe in the holy spirit, our god is three in one, i believe in the resurrection, that we will rise again, for i believe in the name of jesus, i believe in you, i believe you rose again, i believe that jesus christ is lord, i believe, i believe in you, i believe you rose again, i believe that jesus christ is lord, i believe in god our father, i believe in christ the son, i believe in the holy spirit, our god is three in one, i believe in the resurrection, that we will rise again, for i believe in the name of jesus, i believe in god our father, i believe in christ the son, i believe in the holy spirit, our god is three in one, i believe in the resurrection, that we will rise again, for i believe in the name of jesus, for i believe in the name of jesus, for i believe in the name of jesus, i believe in life eternal, i believe in the virgin birth, i believe in the saints' communion, and in your holy church, i believe in the resurrection, when jesus comes again, for i believe, in the name of jesus, i believe in god our father, i believe in christ the son, i believe in the holy spirit, our god is three in one, i believe in the resurrection, that we will rise again, for i believe in the name of jesus, i believe in god our father, i believe in christ the son, i believe in the holy spirit, our god is three in one, i believe in the resurrection, that we will rise again, for i believe in the name of jesus, for i believe in the name of jesus",3675,this i believe (the creed),hillsong worship,religion
377,hillsong worship,thank you jesus,"grace that flows like a river, washing over me, fount of heaven, love of christ, overflow in me, thank you jesus, you set me free, christ my savior, you rescued me, take this life delivered, a vessel of your love, wholly now devoted, to see your kingdom come, thank you jesus, you set me free, christ my savior, you rescued me, you've given me life, you've opened my eyes, i love you lord, i love you lord, you've entered my heart, you've set me apart, i love you lord, i love you lord, thank you jesus, you set me free, christ my savior, you rescued me,",3677,thank you jesus,hillsong worship,religion
378,hillsong worship,this is living,"waking up knowing there's a reason, all my dreams come alive, life is for living with you, i've made my decision, you lift me up, fill my eyes with wonder, forever young in your love, this freedom's untainted with you, no moment is wasted, see the sun now bursting through the clouds, black and white turns to colour all around, all is new, in the savior i am found, this is living now, this is living now, this is living now, you lead the way, god you're right beside me, in your love i'm complete, there's nothing like living with you, this life you created i choose, see the sun now bursting through the clouds, black and white turn to color all around, all is new, in the savior i am found, this is living now, this is living now, this is living now, you take me higher than i've been before, it's your perfect love that sees me soar, god your freedom is an open door, you are everything i want and more",3691,this is living,hillsong worship,religion
379,hillsong worship,grace to grace,"if love endured that ancient cross, how precious is my saviour's blood, the beauty of heaven wrapped in my shame, the image of love upon death's frame, if having my heart was worth the pain, what joy could you see beyond the grave, if love found my soul worth dying for, how wonderful, how glorious, my saviour's scars, victorious, my chains are gone, my debt is paid, from death to life, and grace to grace, if heaven now owns that vacant tomb, how great is the hope that lives in you, the passion that tore through hell like a rose, the promise that rolled back death and its stone, if freedom is worth the life you raised, where is my sin, where is my shame, if love paid it all to have my heart, how wonderful, how glorious, my saviour's scars, victorious, my chains are gone, my debt is paid, from death to life, and grace to grace, when i see that cross i see freedom, when i see that grave i'll see jesus, and from death to life i will sing your praise, in the wonder of your grace, how my soul will sing your praise, in the wonder of your grace, how my soul will sing your praise, how wonderful, how glorious, my saviour's scars, victorious, my chains are gone, my debt is paid, from death to life, and grace to grace, when i see that cross i see freedom, when i see that grave i'll see jesus, and from death to life i will sing your praise, in the wonder of your grace, how my soul will sing your praise, in the wonder of your grace, how my soul will sing your praise, how wonderful, how glorious, my saviour's scars, victorious, my chains are gone, my debt is paid, from death to life, and grace to grace",3672,grace to grace,hillsong worship,religion
380,hillsong worship,god so loved,"for god so loved the world, that he gave his only son, and whosoever believes will not perish, they shall have eternal life, i shall hold to the cross, i shall hold to god alone, for his love has salvaged me, for his love has set me free, for god so loved the world, that he gave his only son, and whosoever believes will not perish, they shall have eternal life, i shall wait upon the lord, i shall wait upon his word, and by his grace, i am released, and by his grace, i am redeemed, for god so loved the world, that he gave his only son, and whosoever believes will not perish, they shall have eternal life, and by his precious blood, i have been set free, for the glory of jesus' name, i surrender all, now to christ alone, in jesus, i am saved, by his precious blood, i have been set free, for the glory of jesus' name, i surrender all, now to christ alone, in jesus, i am saved, for god so loved the world, that he gave his only son, and whosoever believes will not perish, they shall have eternal life, yes, they shall have eternal life",3694,god so loved,hillsong worship,religion
381,hillsong worship,touch of heaven,"how i live for the moments, where i'm still in your presence, all the noise dies down, lord, speak to me now, you have all my attention, i will linger and listen, i can't miss a thing, lord, i know my heart wants more of you, my heart wants something new, so i surrender all, all i want is to live within your love, be undone by who you are, my desire is to know you deeper, lord, i will open up again, throw my fears into the wind, i am desperate for a touch of heaven, you're the fire in the morning, you're the cool in the evening, the breath in my soul, oh, the life in my bones, there is no hesitation, in your love and affection, it's the sweetest of all, lord, i know my heart wants more of you, my heart wants something new, so i surrender all, all i want is to live within your love, be undone by who you are, my desire is to know you deeper, lord, i will open up again, throw my fears into the wind, i am desperate for a touch of heaven, i'll open up my heart to you, i'll open up my heart to you now, so do what only you can, jesus, have your way in me now, i'll open up my heart to you, i'll open up my heart to you now, so do what only you can, jesus, have your way in me now, i'll open up my heart to you, i'll open up my heart to you now, so do what only you can, jesus, have your way in me now, all i want is to live within your love, be undone by who you are, my desire is to know you deeper, lord, i will open up again, throw my fears into the wind, i am desperate for a touch of heaven, all i want is to live within your love, be undone by who you are, my desire is to know you deeper, lord, i will open up again, throw my fears into the wind, i am desperate for a touch of heaven",3673,touch of heaven,hillsong worship,religion
382,hillsong worship,new wine,"in the crushing, in the pressing, you are making new wine, in the soil i, now surrender, you are breaking new ground, so i yield to you and to your careful hand, when i trust you, i don't need to understand, make me your vessel, make me an offering, make me whatever you want me to be, i came here with nothing but all you have given me, jesus, bring new wine out of me, in the crushing, in the pressing, you are making new wine, in the soil i, now surrender, you are breaking new ground, you are breaking new ground, make me your vessel, make me an offering, make me whatever you want me to be, i came here with nothing but all you have given me, jesus, bring new wine out of me, jesus, bring new wine out of me, jesus, bring new wine out of me, where there is new wine, there is new power, there is new freedom, the kingdom is here, i lay down my old flames, to carry your new fire today, where there is new wine, there is new power, there is new freedom, and the kingdom is here, i lay down my old flames, to carry your new fire today, make me your vessel, make me an offering, make me whatever you want me to be, god, i came here with nothing but all you have given me, jesus, bring new wine out of me, jesus, bring new wine out of me, jesus, bring new wine out of me, make me your vessel, make me an offering, make me whatever you want me to be, i came here with nothing but all you have given me, jesus, bring new wine out of me, make me, make me, make me your vessel, make me an offering, make me whatever you want me to be, god, i came here with nothing but all you have given me, jesus, bring new wine out of me, jesus, bring new wine out of me, jesus, bring new wine out of me, jesus, bring new wine out of me, jesus, bring new wine out of me, jesus, bring new wine out of me, jesus, bring new wine out of me, jesus, bring new wine out of me, where there is new wine, there is new power, there is new freedom, the kingdom is here, i lay down my old flames, to carry your new fire today, where there is new wine, there is new power, there is new freedom, and the kingdom is here, i lay down my old flames, to carry your new fire today, as long as you, make me your vessel, make me an offering, make me whatever you want me to be, i came here with nothing but all you have given me, jesus, bring new wine out of me, jesus, bring new wine out of me, jesus, bring new wine out of me",3679,new wine,hillsong worship,religion
383,hillsong young & free,sinking deep,"standing here in your presence, in a grace so relentless, i am won by perfect love, wrapped within the arms of heaven, in a peace that lasts forever, sinking deep in mercy's sea, i'm wide awake, drawing close, stirred by grace, and all my heart is yours, all fear removed, i breathe you in, i lean into, your love, oh, your love, when i'm lost you pursue me, lift my head to see your glory, lord of all, so beautiful, here in you i find shelter, captivated by the splendor, of your face, my secret place, i'm wide awake, drawing close, stirred by grace, and all my heart is yours, all fear removed, i breathe you in, i lean into, your love, oh, your love, your love so deep is washing over me, your face is all i seek, you are my everything, jesus christ, you are my one desire, lord, hear my only cry, to know you all my life, your love so deep is washing over me, your face is all i seek, you are my everything, jesus christ, you are my one desire, lord, hear my only cry, to know you all my life, i'm wide awake, drawing close, stirred by grace, and all my heart is yours, all fear removed, i breathe you in, i lean into, your love, oh, your love",3692,sinking deep,hillsong young & free,religion
384,hillsong young & free,love won't let me down,"when i was searching, your love was never far, you made a way to get to me, you were the whisper, leading me to your heart, forever i belong to you, now i can see clearly, my god you are for me, you won't let go, your love won't let me down, and i know it's true, yeah, i know that your, love is all around, i believe in you, holding on to you, holding on and i know you will never fail, i want all of you, you never change, your love won't let me down, love won't let me down, love won't let me, love won't let me, right when i need you, you listen as i pray, you'd leave the ninety-nine for me, you paint the sky with, promises of your grace, so i would find my way to you, now i can see clearly, my god you are for me, you won't let go, your love won't let me down, and i know it's true, yeah, i know that your, love is all around, i believe in you, holding on to you, holding on and i know you will never fail, i want all of you, you never change, your love won't let me down, love won't let me down, love won't let me, love won't let me, holding on and i know you will never fail, i want all of you, you never change, your love won't let me down, love won't let me",3689,love won't let me down,hillsong young & free,religion
385,harem scarem,honestly,"i stand before you accused of many crimes, but i want to believe that love can still survive, you don't have to say it, i don't have to read your mind, to know that emptiness has finally arrived, how was i to know right from wrong, words were hardly spoken, so where did i go wrong, tell me honestly, if you're still loving me, looking into my eyes honestly, words have more meaning, if they're said at certain times, i need you now so i can feel alive, how would you know if you won't give me some time, to see if everything could work out you'll be mine, i'll be lost forever or someday i may find, the words that i've been searching for or just some peace of mind, tell me honestly, if you're still loving me, looking into my eyes honestly, tell me honestly, if you're still loving me, looking into my eyes honestly, all the nights i sit and wonder there must be more to life, i'm sure that days and years go by while, i am living with a, living with a lonely feeling, tell me honestly, if you're still loving me, looking into my eyes honestly, tell me honestly, if you're still loving me, looking into my eyes honestly, i stand before you accused of many crimes, but i want to believe that love can still survive",459,honestly,harem scarem,love
386,h.e.r.,every kind of way,"baby, the sound of you, better than a harmony, i want you off my mind, and on me, holding me closer than we've ever been before, this ain't a dream, you're here with me, boy, it don't get no better than you, for you, i wanna take my time, all night, i wanna love you in every kind of way, i wanna please you, no matter how long it takes, if the world should end tomorrow, then we only have today, i'm gonna love you in every kind of way, give you all, give you all of me, when you need it, 'cause i need it, i wanna fall like your favorite season, i'll never get up, stay here forever, babe, it don't get no better than this, your kiss, i wanna love you in every kind of way, i wanna please you, no matter how long it takes, if the world should end tomorrow, then we only have today, i'm gonna love you in every kind of way, i wanna love you in every kind of way, i wanna please you, no matter how long it takes, if the world should end tomorrow, then we only have today, i'm gonna love you in every kind of way, i wanna love you, i gotta love you, i wanna love you, i gotta love you",828,every kind of way,h.e.r.,love
387,h.e.r.,comfortable,"set the tone, when it's just me, and you alone, and we're lonely, in the room, breathin' slowly, oh, you know me, yeah, meditate, you can take me, to a place where we can be, all alone, i let you hold me, 'cause you know me, yeah, lay your head on my pillow, say, ooh-ooh, oh, touching's makin' me feel a way, ooh-ooh, when i get around you, i lose it, lose it, 'cause i feel so comfortable with you, you make me comfortable with you, i feel so comfortable with you, you make me comfortable with you, you make me. wanna get, wanna go deep, intimate, let you in me, inside, you deserve it, on my mind, my mind, yeah, oh. lay your head on my pillow, say, ooh-ooh, touchin', the way you're touchin', know it's okay with you-ooh, when i get around you, i lose it, lose it, 'cause i feel so comfortable with you, you make me comfortable with you, i feel so comfortable with you, you make me comfortable with you, you make me, baby, lay your head on my pillow, say, ooh-ooh, way you're touchin' my body, say, ooh-ooh, i ain't lovin' nobody but you-ooh, you-ooh, yeah, 'cause i feel so comfortable with you, you make me comfortable with you, i feel so comfortable with you, you make me comfortable with you, you make me. you make me, baby, you make me. you make me. you make me, yeah-yeah, you make me. you make me. you make me.",837,comfortable,h.e.r.,love
388,hozier,work song,"boys workin' on empty, is that the kinda way to face the burning heat?, i just think about my baby, i'm so full of love i could barely eat, there's nothing sweeter than my baby, i'd never want once from the cherry tree, cause my baby's sweet as can be, she'd give me toothaches just from kissin' me, when my time comes around, lay me gently in the cold dark earth, no grave can hold my body down, i'll crawl home to her, boys, when my baby found me, i was three days on a drunken sin, i woke with her walls around me, nothin' in her room but an empty crib, and i was burnin' up a fever, i didn't care much how long i lived, but i swear i thought i dreamed her, she never asked me once about the wrong i did, when my time comes around, lay me gently in the cold dark earth, no grave can hold my body down, i'll crawl home to her, when my time comes around, lay me gently in the cold dark earth, no grave can hold my body down, i'll crawl home to her, my babe would never fret none, about what my hands and my body done, if the lord don't forgive me, i'd still have my baby and my babe would have me, when i was kissin' on my baby, and she put her love down soft and sweet, in the low lamp light i was free, heaven and hell were words to me, when my time comes around, lay me gently in the cold dark earth, no grave can hold my body down, i'll crawl home to her, when my time comes around, lay me gently in the cold dark earth, no grave can hold my body down, i'll crawl home to her",3029,work song,hozier,sex
389,hozier,movement,"i still watch you when you're groovin', as if through water from the bottom of a pool, you're movin' without movin', and when you move, i'm moved, you are a call to motion, there all of you a verb in perfect view, like jonah on the ocean, when you move, i'm moved, when you move, i'm put to mind of all that i wanna be, when you move, i could never define all that you are to me, so move me, baby, shake like the bough of a willow tree, you do it naturally, move me, baby, you are the rite of movement, its reasonin' made lucid and cool, and though it's no improvement, when you move, i move, you're less polunin leapin', or fred astaire in sequins, honey, you, you're atlas in his sleepin', and when you move, i'm moved, when you move, i can recall somethin' that's gone from me, when you move, honey, i'm put in awe of somethin' so flawed and free, so move me, baby, shake like the bough of a willow tree, you do it naturally, move me, baby, so move me, baby, like you've nothin' left to prove, and nothin' to lose, move me, baby, ooh, ooh, ooh, oh baby, oh baby, move like grey skies, move like a bird of paradise, move like an odd sight come out at night, move me, baby, shake like the bough of a willow tree, you do it naturally, move me, baby, so move me, baby, like you've nothin' left to lose, and nothin' to prove, move me, baby, so move me, baby, shake like the bough of a willow tree, you do it naturally, move me, baby",3266,movement,hozier,sex
390,h.e.r.,losing,"my ambition is attractive, my aggression isn't passive, i promise with you, the butterflies in my stomach are active, they're dancin', i'm feelin' static, wanna get closer like magnets, your company, i've been feinin', i think i've turned to an addict, i don't get high, but lookin' in your eyes, i'm lifted, can we make this tradition?, your kisses make all my doubts go away, go away, yeah, you only show me love, when it comes to the music, it's like when i feel lonely, that's when you start actin' choosey, i don't wanna keep playin' them games, 'cause i feel like i'm losin', i don't wanna keep playin' them games, 'cause i feel like i'm losin', what we doin'?, what we doin'?, what we doin'?, what we doin'?, let me know, let me know, what we doin'?, been on my grind, i know that my schedule is busy, but i always make sure i call you, when i touch down in your city, i'll make time because you're worth it, fall back when you don't deserve it, and i'll start losin' patience, when my effort's bein' wasted, i've been tryna ride, can't you see i'm on your side?, but it's killin' me, tryna make sure that both of us survive, and love, i haven't got enough practice, all the ones before you were just a mistake, or just a distraction, so tell me what's happenin', you only show me love, when it comes to the music, it's like when i feel lonely, that's when you start actin' choosey, i don't wanna keep playin' them games, 'cause i feel like i'm losin', i don't wanna keep playin' them games, 'cause i feel like i'm losin', what we doin'?, what we doin'?, what we doin'?, what we doin'?, let me know, let me know, what we doin'?, what we doin'?, what we doin'?, what we doin'?, what we doin'?, now i'll leave it up to you, do what you gotta do, like the watch i just got for you, i'll give you some time, i ain't gonna wait, i ain't gonna wait, for you, for you, for you, for you, for you, for you, what are we doin'? what are we doin'?, what are we doin'? what are we doin'?, what are we doin'? what are we doin'?, tell me, what are we doin'?",859,losing,h.e.r.,love
391,h.e.r.,focus,"me, can you focus on me?, baby, can you focus on me?, babe, hands in the soap, have the faucet's running, and i keep looking at you, stuck on your phone, and you're stuck in your zone, you don't have a clue, but i don't wanna give up, baby, i just want you to get up, lately i've been a little fed up, wish you would just focus on, me, can you focus on me?, baby, can you focus on me?, me, me, can you focus on me?, baby, can you focus on me?, lazy and broke?, no, he get this money, so i guess i can't complain, but i feel alone even when we're alone, and that don't cost a thing, but i don't wanna give up, baby, i just want you to get up, lately i've been a little fed up, wish you would just focus on, me, can you focus on me?, baby, can you focus on me?, baby, me, can you focus on me?, baby, can you focus on me?, me, baby, focus, can't you see?, i just wanna love you, baby, look me in my eyes",826,focus,h.e.r.,love
392,h.e.r.,gone away,"say, why i'm lookin' at way, you ain't do nothin' wrong, i'm wildin', it's five i waited up last night, said you got too high, i'm tired, so you want me to give you honesty, said you wanted every piece of me, you don't wanna hear me out tonight, i just turn around and say goodnight, you don't feel a way, you're gone away, you don't listen, you promised you wouldn't change, it'd stay the same, but it's different, we were much happier when, it was always happy endings, wait maybe it's just a phase, took a minute for you to say 'i'm sorry', don't ask if you really don't wanna hear it, when i'm tellin' you how i feel, you're bothered, said you want me to give you honesty, said you wanted every piece of me, you don't wanna hear me loud tonight, don't let me turn around and say goodbye, you don't feel a way, you're gone away, you don't listen, you promised it wouldn't change, it'd stay the same, but it's different, we were much happier when, it was always happy endings, you have the right to feel a way, i tried to change you, i'm just scared you're gone away, you promised it would stay the same",830,gone away,h.e.r.,love
393,h.e.r.,lights on,"it's dark outside, i'm feeling right with you, oh, you, don't turn off the lights, can we try something new, oh, new?, you see this side of me, fluent in the sheets, you read in between me, i ain't a stranger to the foreplay, so we can skip to word play, leave the lights on, leave the, leave the lights on, leave them lights on, leave 'em, leave 'em lights on, on, do it side on, switch and let me ride on, ride all night long, leave 'em, leave 'em lights on, on, on, on, won't close my eyes, show me what you can do, do, i know your vibe, d'angelo and then house fuse, yeah, fuse, you see this side of me, fluent in the sheets, you read in between me, i ain't a stranger to the foreplay, so we can skip to word play, yeah, leave the lights on, leave the, leave the lights on, leave them lights on, leave 'em, leave 'em lights on, on, do it side on, switch and let me ride on, ride all night long, leave them lights on, leave 'em, leave 'em lights on, on, on, on, leave the lights on, leave the lights on, leave the lights on, yeah, switch your side on, side on, oh yeahhh",3112,lights on,h.e.r.,sex
394,h.e.r.,slide,"you always wear them glasses, you don't wanna let no sucka look you in your eyes, huh?, better show off them eyelashes, you love what you do with a passion, oh that shit attractive, i fuck with you girl, all you wanna do is gas me, how we end up in the backseat?, just tryna get to the bag, we on the same page, you the same way, only keep the fam' around me, so let me know what it's gon' be, i don't plan on gettin' no sleep, while we, doin' our thing, movin' too fast, candy paint with the windows all black, seats creme brulee, what they gon' say?, with the top down screamin', money ain't a thing""",1727,slide,h.e.r.,breakup
