,ARTIST_NAME,SONG_NAME,LYRICS,meaning
1018,rod wave,heart on ice,Speaker Bangerz Look uh look Heart been broke so many times I don t know what to believe Mama say it s my fault it s my fault I wear my heart on my sleeve Think it s best I put my heart on ice heart on ice cause I can t breathe I ma put my heart on ice heart on ice it s gettin the best of me While in the cell with Lil Hakeem after I slapped him I had told him I don t know how you get down with them clowns but I m a soldier No one could understand I had way too much aggression That built over the years from my abandoned adolescence See I done been lied to backstabbed and heartbroken I wanted to cry but I was too afraid to open Prayin one day I d find a peace of mind by the ocean I spent all my time committing crimes to get closer While at my nana house I play the couch starin at the ceiling Tryin not to get in my feelings Thinkin of a way I could make these millions Maybe that ll take this pain away and clear up all these rainy days yeah Heart been broke so many times I don t know what to believe Mama say it s my fault it s my fault I wear my heart on my sleeve Think it s best I put my heart on ice heart on ice cause I can t breathe I ma put my heart on ice heart on ice it s gettin the best of me,breakup
1019,ynw melly,murder on my mind,Get to roll no Ayy I m in the studio bro Oh nah yeah call me ball me Yeah I ll bet Yeah I m at the studio hold up though I ain t get to roll no weed I ain t get to roll no Swishers I was locked up on Christmas ain t get to see my niggas Ain t get to hug my mama couldn t even give her no kisses Can t even post on my Instagram cause these pussy niggas be snitching Everybody acting suspicious might probably say that I m tripping When I m all alone in my jail cell I tend to get in my feelings And all I smoke is that loud don t pass me no midget And I ma smoke all of my pain away cause that s the only thing that gon heal it I don t understand these women who go around pretending As if they really fuck with me so I love em all from a distance Cause the same bitch say she down to ride be the main one who tricking Got Molly mixed with promethazine cause every time I wake up in the morning I got murder on my mind A K 47 s M A C 11 Glocks and nines And all these pussy niggas hating tryna knock me off my grind But I can t let em do it I got murder on my mind Bitch I got murder on my mind I got murder on my mind I got murder on my mind I got murder on my mind I got murder on my mind,breakup
1020,lil skies,i,One time just a little bit I Go head O One time just a little bit I One time just a little bit I I I Danny I see you I I I don t wanna get close I haven t been the same since I loved that ho I haven t been the same since I lost my bro I say I m gonna change when I know I won t I get high I love to smoke She gon lie like I m a joke You wanna take flights across the coast Remember those times no horoscope Life goes on I can t take breaks I need face no I need faith In my mind I can t escape I climb these heights like I m an ape Shine so bright in a world so dark Break the bank I ma break the chart Two door coupe just push to start Climb right in let me break your heart,breakup
1021,yk osiris,worth it,I would give you the world nah nah nah You just gotta be worth it yeah yeah yeah yeah I would give you the world baby girl You just gotta be worth it You don t gotta be perfect You just gotta be worth it yeah yeah yeah yeah I would give you the world baby girl You just gotta be worth it yeah yeah But you don t gotta be perfect You just gotta be worth it yeah yeah yeah nah nah Everybody doubted me but girl you stuck around And you told me If I hold you you gon hold me down You don t gotta be perfect you just gotta be worth it Buyin this and that baby girl you don t ever have to work again Time is precious baby girl let s not let it go by I just really wanna know do you love me Don t lie I know you felt alone huh cause I been on the road huh But I been doin shows I swear I ain t doin you wrong Ridin round through the city yeah Girl you know you comin with me yeah I been a hundred out of fifty girl Ain t nobody messin with me yeah I don t really think they understand Baby girl I know you understand I m just tryna go feed my fam hey ey ey nah,breakup
1022,iann dior,gone girl,I fell in love same time that you re fallin I fell in love same time that you re fallin apart I should ve known thought I saw a sign in the stars But I was wrong fucking with you ain t last that long Now you gone now you gone now you gone girl Tell me what it is made my heart break Saying that it s me but you know it ain t Took a few pills I can t feel a thing Got me in my feels sippin on drank Tryna keep it real girl you really ain t You know what s the deal you can t get a thing Saying that it hurts tryin to the game Saying I m a joke laughin to the bank I need your love I need your touch I need you right now I need you right now I fell in love same time that you re fallin apart I should ve known thought I saw a sign in the stars But I was wrong fucking with you ain t last that long Now you gone now you gone now you gone girl,breakup
1023,doja cat,cyber sex,I wanna touch on you You see me in my room Wish you were here right now All of the things I d do I wanna get freaky on camera I love when we get freaky on camera We freak on the cam Love at first sight just a link to the Gram Pussy all pink with a tan And I play with it til my middle fingers are cramped up Swipe right cause he thick and he handsome Love a sneak peek when you free Can we cam up No shot to the screen put your hands up Make it pop in your face like a Samsung And that s my nigga better yet that s my hitta He don t leak nudes and if you do you could go missin Met him on Tinder he just swipe left on bitches And he don t even scroll through Insta Less he going through my pictures I wanna touch on you You see me in my room Wish you were here right now All of the things I d do I wanna get freaky on camera I love when we get freaky on camera,breakup
1024,megan thee stallion,captain hook,Real Hot Girl shit ah Ayy bitch I m a problem nobody solvin You can keep hating I m poppin regardless He want a bitch look like Megan Thee Stallion Don t want your nigga cause I want his daddy I like to switch up my style every week I gotta switch up my hair every day I ain t no ho but I do be on go And I promise my nigga s gon love me the same I m a Hot Girl don t try it at home I wear the shit that be showing my thong I like to drink and I like to have sex I fuck the niggas that s cutting the checks Dance on the dick now you been served I like a dick with a little bit of curve Hit this pussy with an uppercut Call that nigga Captain Hook Ayy I go shopping mmh want it then I cop it ayy yeah Bitches boppin mmh I do it they copy ayy look He s a sweetie mmh kiss it when he eat it ayy yeah Know it s good when you chewin and you singin,breakup
1025,summer walker,playing games,Whip bought it Crib got it Job on it Did I ever Ask you to take me to go Shopping in Paris or go Sailing overseas and just Drape me in Gucci No All I ever asked was you to Pick up the phone when you alone All I ever asked was you to Show me some love kisses and hugs No I never had an issue Go to the club with your boys baby I Never wanted you to stay too long Just wanted you to show me off So won t you say my name say my name If you claim you want me it ain t no thang You acting kind of shady You ain t been calling me baby oh Boy you can go n stop playing games Playing games,breakup
1026,toni romiti,10 steps to get over your ex,Cut em off and don t look back Don t respond when he ask where you at oh Even if he got a whole lotta stacks mmh hm Tell that nigga he can kiss your ass uh Step one get cute Put on your favorite hoops Step two go out You can say you re single now Step three you ll see How good it feels to be free These are the steps to get over your ex It won t be easy Believe me cause I ve been there Like how the fuck am I not seeing All the signs that always been there You gotta start deleting All the memories that you once shared It s hard to let go When you know how hard you once cared Step four make sure You never see his ass no more Step five realize If he loved you he wouldn t lie Step six get lit Let you problems blow away with the wind These are the steps to get over your ex,breakup
1027,megan thee stallion,savage,I m that bitch Been that bitch still that bitch Will forever be that bitch Yeah I m the hood Mona Lisa break a nigga into pieces Had to X some cheesy niggas out my circle like a pizza I m way too exclusive I don t shop on Insta boutiques All them lil ass clothes only fit fake booties Bad bitch still talking cash shit Pussy like water I m unbothered and relaxing I would never trip on a nigga if I had him Bitch that s my trash you the maid so you bagged him ah I m a savage Classy bougie ratchet Sassy moody nasty Acting stupid what s happening Bitch what s happening Bitch I m a savage yeah Classy bougie ratchet yeah Sassy moody nasty huh Acting stupid what s happening Bitch what s happening,breakup
1028,toni romiti,time to leave,Looks Like Your Time Ran Out I Gave You Too Many Chances It s All About Me Now I m All Alone But I m Still Standing Not To Get Too Explicit But I Know How Bad You ll Miss This And Now You Gotta Think About Another Nigga In It I I Can t Put Up With You Boy So Sad To Say I m Finished You Pushed M E To My Limits Soo It s Time For Me To Leave But My Heart Wants Me To Stay Gotta Do Whats Best For Me Time To go Our Separate Ways Time To go Gotta Leave Gotta Do Whats Best For Me You Don t Know What I Need You Couldn t Even Give Me Honesty Time To go Gotta Leave I Gotta go Gotta Leave I Gotta Do Whats Best For Me,breakup
1029,rihanna,rude boy,Come here rude boy boy can you get it up Come here rude boy boy is you big enough Take it take it baby baby Take it take it love me love me Come here rude boy boy can you get it up Come here rude boy boy is you big enough Take it take it baby baby Take it take it love me love me Tonight I ma let you be the captain Tonight I ma let you do your thing yeah Tonight I ma let you be a rider Giddy up giddy up giddy up babe Tonight I ma let it be fire Tonight I ma let you take me higher Tonight baby we could get it on yeah we could get it on yeah Do you like it Boy I want want want whatchu want want want Give it to me baby like boom boom boom What I want want want is what you want want want Nah nah ah,breakup
1030,victorious cast,take a hint,Why am I always hit on by the boys I never like I can always see em coming from the left or from the right I don t want to be a priss I m just tryna be polite But it always seems to bite me in the Ask me for my number yeah you put me on the spot You think that we should hook up but I think that we should not You had me at Hello then you opened up your mouth And that is when it started going south oh Get your hands off my hips or I ll punch you in the lips Stop your staring at my Take a hint take a hint No you can t buy me a drink let me tell you what I think I think you could use a mint Take a hint take a hint T take a hint take a hint I guess you still don t get it so let s take it from the top You asked me what my sign is and I told you it was Stop And if I had a dime for every name that you just dropped You d be here and I d be on a yacht oh,breakup
1031,keri hilson,pretty girl rock,Uh uh uh uh uh ah Uh uh uh I do the pretty girl rock rock rock Do the pretty girl rock rock rock Now what s your name My name is Keri I m so very Fly oh my it s a little bit scary Boys wanna marry looking at my derrière You can stare but if you touch it I ma bury Pretty as a picture Sweeter than a swisher Mad cause I m cuter than the girl that s with ya I ain t gotta talk about it baby you can see it But if you want I ll be happy to repeat it My name is Keri I m so very Fly oh my it s a little bit scary Boys wanna marry looking at my derrière You can stare but if you touch it I mma bury Pretty as a picture Sweeter than a swisher Mad cause I m cuter than the girl that s with ya I can talk about it cause I know that I m pretty And if you know it too then ladies sing it with me,breakup
1032,doja cat,juicy,I keep it juicy juicy I eat that lunch She keep that booty booty she keep that plump That natural beauty beauty yeah yeah If you could see it from the front wait til you see it from the back back back back back Back back yeah back back back Back back back back back If you could see it from the front wait til you see it from the back He like the Doja and the Cat yeah He like it thick he like it fat yeah Like to keep him wanting more He ask me Doja where you at huh And all them niggas wanna know How long it take to pull my pants up mmh mmh mmh Broke a fingernail and then some mmh Tryna squeeze into my True Religion denim mmh mmh mmh Sell it big don t wanna sell you light I don t buy it where the cellulite He said the body unbelievable Can t trust a big butt and a gemini i i i i,breakup
1033,chris brown,damage,Ah the Runners presents Damage you know Sometimes you don t realize what you ve done Until you ve seen the damage And I looked at the damage Yeah woah yeah yeah Woah oh yeah yeah Look at the damage yeah3 A M when my phone ring Begging me to come by I was right around the corner I know I could ve said no but I ain t stop Told me Come in the door s unlocked for you My intuition I should have listened to it My girl yo she d be pissed if she knew about this visit She had a tank top on I took her tank top off but should ve stopped But she ain t let me kissed me soft and gently she tempt me Right then I stopped thinking consequences Guess I must have lost my mind for a minute listen Girl you know that I love Girl I love you with her that was lust Shouldn t have happened I know I messed up One phone call started this whole thing now Look at the damage Look at the damage Damage damage that I caused you I know I broke your heart Cause I did you wrong now look at the damage Look at the damage that I caused,breakup
1034,rihanna,unfaithful,Story of my life searching for the right But it keeps avoiding me Sorrow in my soul cause it seems that wrong Really loves my company He s more than a man and this is more than love The reason that the sky is blue The clouds are rolling in because I m gone again And to him I just can t be true And I know that he knows I m unfaithful And it kills him inside To know that I am happy with some other guy I can see him dying I don t wanna do this anymore I don t wanna be the reason why Every time I walk out the door I see him die a little more inside I don t wanna hurt him anymore I don t wanna take away his life I don t wanna be a murderer I feel it in the air as I m doin my hair Preparing for another date A kiss upon my cheek as he reluctantly Asks if I m gonna be out late I say I won t be long just hanging with the girls A lie I didn t have to tell Because we both know where I m about to go And we know it very well,breakup
1035,august alsina,no love,She said she wanna stay together I don t think I can ooh Red light you know I can t make this thing that official Believe we had a great night but I ain t the type to tell you that I miss you shit You don t like that I make this easy leaving after sexing on the floor Baby I know you need me like I need you but I m not the one you wanna love So just pop a couple bands with a nigga like me Loving ain t the same with a nigga like You used to them but ain t no loving me I hear what you would say and girl it s clear to see You should just drink a couple drinks with a nigga like me You probably go insane with a nigga like me Let s just party til we can t ain t no loving me And I m the one to blame ain t no loving me So don t come looking for love Oh no love no love no love no love no love no love no love no love no love Don t come looking for love Oh no love no love no love no love no love no love no love no love no love Shawty if you looking for somebody trying to settle down Probably won t be around nah baby You should hit me when you tired Of playing up in the house and ain t nobody around you need that When you need that late night We can both make love to the daylight you got it girl you got it girl But you know I can t stay right Uh nah babe All I want is you so what you tryna do,breakup
1036,bryson tiller,sorry not sorry,Fight Hey Goddamn I m winnin Goddamn I m winnin I m winnin God Got money now you done switched up on me I used to think about how you would act when a nigga got money Now you done switched up on me Now you wanna say What s up to me Okay so now you wanna make love to me Girl if you don t get the fuck from me I know you thought we had somethin special But you don t mean nothin to me Girl I m sorry you not the one for me Just be honest girl what you want from me This ain t nothin new keep it so 100 I can t let none of these niggas get one up on me I go by Gawd Tiller you better run from me Give hope to my niggas them niggas love money Adios to them bitches can t get a hug from me I m high on life that s what it does for me My numbers goin up I feel a buzz comin,breakup
1037,drake,passionfruit,Hold on hold on fuck that Fuck that shit Hold on I got to start this mothafuckin record over again wait a minute Fuck that shit Still on this mothafuckin record I ma play this mothafucka for y all Ayy y all get some more drinks goin on I ll sound a whole lot better Listen Seein you got ritualistic Cleansin my soul of addiction for now Cause I m fallin apart yeah Tension Between us just like picket fences You got issues that I won t mention for now Cause we re fallin apart Passionate from miles away Passive with the things you say Passin up on my old ways I can t blame you no no Passionate from miles away Passive with the things you say Passin up on my old ways I can t blame you no no,breakup
1038,justin timberlake,cry me a river,You were my sun you were my earth But you didn t know all the ways I loved you no So you took a chance and made other plans But I bet you didn t think that they would come crashing down no You don t have to say what you did I already know I found out from him Now there s just no chance With you and me There ll never be And don t it make you sad about it You told me you loved me Why did you leave me all alone Now you tell me you need me When you call me on the phone Girl I refuse you must have me confused With some other guy The bridges were burned now it s your turn to cry Cry me a river cry me a river Cry me a river cry me a river You know that they say some things are better left unsaid It wasn t like you only talked to him and you know it Don t act like you don t know it And all of these things people told me Keep messin with my head Should ve picked honesty Then you may not have blown it,breakup
1039,tory lanez,you thought wrong,Cash Money A P Just in case You thought that I wouldn t get down I got so many of them on the rebound You thought that I wouldn t get down I got too many too many ah Just in case You thought that I wouldn t get down Gotta keep it real with you I thought you were down You thought that I wouldn t get down You thought that I wouldn t get down You thought that I wouldn t get down You thought that I wouldn t get down2 K on my Saint Laurent Spent a few K on my latest charm Did you see what I put on my baby arm These rocks so big it look like it s from Flintstones And my bitch bad Gave you all my love And you sent it back Now I got a new thang who don t be on mood swings Who be on that new thang got at least two thangs on her,breakup
1040,tory lanez,back in business,Mama told me that I d get rich up off these melodies Instead I m gettin this bread and I put it all on my shooters and their felonies Fuck is you tellin me All hail baby we back in business We outchea talkin like we back in business All hail bitch we back in business Back in business it s all hail baby My life a Scorsese I m whippin four more Until it s full baby We strappin it all baby We packin them tall baby Go out to war baby It s one for all baby It s all hail cause we back in business Off in this kitchen cookin flippin like I m back at Denny s And all hail cause we comin with them M A C 11 s These niggas snitch we clap the witness Traffic where we catch him Even my city left me out for dead Like I was baby Jesus They put me in that manger I found my way to Egypt I might hit Parma Hit up the Jane too My bitch from Rexdale She in the lane too I m talkin honor Fuck is your loyalty nigga Niggas switched up and shitted where was your loyalty nigga When that shit hit I told em I ll soon be royalty nigga Hit the block on the four and they tryna foil me nigga Niggas talkin on statements til they know that it s over I ll be damned if this pussy nigga name in my disclosure Legal aid is my lawyer can t get out by the mornin It s like I m stressin for dead all this stress on my head woah woah,breakup
1041,drake,in my feelings,Trap Trap Money Benny This shit got me in my feelings Gotta be real with it yeah Kiki do you love me Are you riding Say you ll never ever leave from beside me Cause I want ya and I need ya And I m down for you always K B do you love me Are you riding Say you ll never ever leave from beside me Cause I want ya and I need ya And I m down for you always Look the new me is really still the real me I swear you gotta feel me before they try and kill me They gotta make some choices they runnin out of options Cause I ve been goin off and they don t know when it s stoppin And when you get to toppin I see that you ve been learnin And when you get to shoppin you spend it like you earned it And when you popped off on your ex he deserved it I thought you were the one from the jump that confirmed it Trap Money Benny I buy you Champagne but you love some Henny From the block like you Jenny I know you special girl cause I know too many,breakup
1042,taylor swift,look what you made me do,I don t like your little games Don t like your tilted stage The role you made me play Of the fool no I don t like you I don t like your perfect crime How you laugh when you lie You said the gun was mine Isn t cool no I don t like you But I got smarter I got harder in the nick of time Honey I rose up from the dead I do it all the time I ve got a list of names and yours is in red underlined I check it once then I check it twice oh Ooh look what you made me do Look what you made me do Look what you just made me do Look what you just made me Ooh look what you made me do Look what you made me do Look what you just made me do Look what you just made me do,breakup
1043,ptaf,boss ass bitch,I m a boss ass bitch bitch bitch bitch bitch bitch bitch I m a boss ass bitch bitch bitch bitch bitch bitch bitch I m a boss ass bitch bitch bitch bitch bitch bitch bitch I m a boss ass bitch bitch bitch bitch bitch bitch bitch I m a boss ass bitch I don t give a fuck about you ratchet ass lames You can suck a dick I m all about fame Fuck a nigga fuck a bitch straight gettin paid I love money that s all I gotta say You say Fuck love I say Hey Nigga fall back I m made for the game Bitch shut the fuck up and scream my name While I run up on these hoes in this fat ass Range I seen a bum so I gave him change And I seen your nigga and he gave me brain I step in the function he bang my name I m so turnt up I m insane A L I Z E that s me Your girl seventeen and I got that green Bitches hate me cause I m that thing Your nigga went down and gave me the ring Cause I m a boss ass bitch bitch bitch bitch bitch bitch bitch I m a boss ass bitch bitch bitch bitch bitch bitch bitch I m a boss ass bitch bitch bitch bitch bitch bitch bitch I m a boss ass bitch bitch bitch bitch bitch bitch bitch I m a boss ass bitch,breakup
1044,tory lanez,friends with benefits,I wanna get them draws from ya Tonight I m goin hard for ya Tonight she takin all of me yeah Fargo I wanna get them draws from ya Speedin from the law for ya We fuck like friends with benefits I wanna get them draws from ya Tonight I m goin hard for ya Tonight she takin all of me yeah Fargo I wanna get them draws from ya Speedin from the law for ya We fuck like friends with benefits All night all night With your hands high hands high Screamin fuck them girls fuck them girls On the other side other side Know that you been All night all night With your hands high hands high Screamin fuck them girls fuck them girls On the other side other side,breakup
1045,drake,fake love,I ve been down so long it look like up to me They look up to me I got fake people showin fake love to me Straight up to my face straight up to my face I ve been down so long it look like up to me They look up to me I got fake people showin fake love to me Straight up to my face straight up to my face Somethin ain t right when we talkin Somethin ain t right when we talkin Look like you hidin your problems Really you never was solid No you can t son me You won t never get to run me Just when shit look out of reach I reach back like one three Like one three yeah That s when they smile in my face Whole time they wanna take my place Whole time they wanna take my place Whole time they wanna take my place Yeah I know they wanna take my place I can tell that love is fake I don t trust a word you say How you wanna clique up after your mistakes Look you in the face and it s just not the same,breakup
1046,rae sremmurd,come get her,Trippin Mike Wi L L Made It Somebody come to the floor it feels like we ve met before Somebody come get her she s dancin like a stripper Somebody come get her she s dancin like a stripper Somebody come tip her she s dancin like a stripper Somebody come get her she s feelin all the liquor Chopped and screwed up I m a pothead true enough At your ex crib and you re boo d up Take it slow baby we in no rush Hennessy or Don Q that s a very hard choice For the diamonds on my pinky need a gang of cool points And the drop head make em drop dead yeah Ye ain t scared ye ain t scared ye ain t scared yeah Believe me I m outchea You see me in action I ve heard a lot a lot about you Passin round blunts like a hot potato And you dancin on the table gushin like volcano,breakup
1047,chris brown,say goodbye,Ah look we gotta talk Dang I know I know but it s it s just it s just Some things I gotta get off my chest aight Yeah woah woah woah Listen Baby come here and sit down let s talk I got a lot to say so I guess I ll start by Saying that I love you But you know this thing ain t been no walk in the park for us I swear it ll only take a minute You ll understand when I finish yeah And I don t wanna see you cry But I don t wanna be the one to tell you a lie so How do you let it go when you you just don t know What s on the other side of the door when you re walking out Talk about it And everything I tried to remember to say just went out my head So I ma do the best I can to get you to understand cause I know There s never a right time to say goodbye But I gotta make the first move Cause if I don t you gonna start hating me Cause I really don t feel the way I once felt about you Girl it s not you it s me I Kinda gotta figure out what I need oh There s never a right time to say goodbye But we know that we gotta go our separate ways And I know it s hard but I gotta do it and it s killing me Cause there s never a right time right time to say goodbye,breakup
1048,jacquees,you,Stunna Music High life Yeah yeah yeah uh It s 2 30 in the morning Round this time you know we going in yeah I had to kiss so you don t throw it in no But you get crazy when you re horny I feel like I should be your lover I should be your friend All those silly issues made up in your head Money can pay for your time but it s not love And love cannot pay for that shit that I bought ya Swear to God I should be gone leave you alone cause I Rather be with you and all your bullshit Rather be with you and all your bullshit I d rather be with you and all your bullshit Rather be with you and all your bull You You You yeah,breakup
1049,youngn lipz,say it,Ooh na na yeah Ooh na na yeah Say it like you want it yeah Caught up in that moment babe Tryna keep that focus hit you on the low Now she think I m chosen yeah You are so important baby Don t think that you know it yeah Going with the flow tryna fix what s broke Too late for that sorry yeah ayy I could be the one that s gon show you off Or be the one that s gon do the most And take you far away from here but you close to me You don t know it yet but we re flowing babe Heard you wanna take a ride with your best friend Let you grab a hold of mine I ain t tеsting Love you to the beat In thе sheets know that baby I m a beast It ain t gonna be no kissing and caressing I m just tryna see what you got going later All them stories that you hear they re just haters I ma do it for my youngin til I make it I ain t paying no attention cause they faking Now we re doing other things and they notice Had no reason to keep but we re going We don t fold around here I ain t bluffing,breakup
1050,isadora,fake friends,Had some lame friends last year Now I ain t messing with them Got them in their feelings Know it ain t none of my business But my life been sweet Since they cut me out their dealings Now I ain t talking with them and I m feeling like a million Yeh I m on the news out here making my moves While they still on the blue tryna use me for views Copying what I do copping all of my cool Tryna call my line so I decline ain t fucking with you Now I ain t waiting Wasted enough on all your playing Grew up and out of all that faking Look back and your still on the same shit Your shit so basic I m on a wave Now I get to pave my way Run your mouth but it don t fasе Cried for one night then I wokе up on some new shit Thank you cause imma use it Yeh I m on the news out here making my moves While they still on the blue tryna use me for views Copying what I do copping all of my cool Tryna call my line so I decline ain t fucking with you Yeh I m on the news out here making my moves While they still on the blue tryna use me for views Copying what I do copping all of my cool Counting checks better sex cause I ain t fucking with you,breakup
1051,b young,ride for me,Yeah I hope that things don t change cause I love it this way I pray that these feelings don t fade You come into my life and I need you to stay Cause I m feeling some type of way So baby would you roll with me Baby would you ride for me Baby would you roll with me Baby would you ride for me Baby take off your make up Fresh face like you wake up You can slap on my tracksuit I ll Uber Eats us some katsu Girl we can Netflix and chill I know you know the deal Just pick any low rated film Cause we both got time to kill And the world moves so still When I m laying here with you I hope that things don t change causе I love it this way I pray that these feelings don t fadе You come into my life and I need you to stay Cause I m feeling some type of way So baby would you roll with me Baby would you ride for me Baby would you roll with me Baby would you ride for me,breakup
1052,tory lanez,say it,Just keepin it honest You wouldn t want a young nigga if I wasn t whippin this foreign That s why I came back top down You gon have to do more than just You gon have to do less when you So mama you know I Always want you to You gon have to do more than just You gon have to do less when you So mama you know I So you gon need to more than just And you know you know And you know in this foreign car let it go And you know you know And you know in this foreign car let you know How you know that I want you And you want me But I now know You know I know that this ain t right Cause you want me cause I got dough Ever since you walked in inside my foreign slam my door You know I know that you been on it But I been on it on the low,breakup
1053,eric bellinger,only you,Yeah yeah Woah woah woah ooh woah This gon be your favorite song It s Eazy Only you could make me feel the way you do you do Way you keep me comin runnin back to you Keep me runnin back to you It s something about you baby yeah I can t describe it baby nah Only you could make me feel the way you do Keep me runnin back to you yeah I m right here my dear yeah Pull up on me so sincere yeah ayy 21 it s your year ayy But I need all of your attention now Make you my boss chick yeah Add it up we on Forbes list yeah They proceedin with caution yeah But we don t care for attention no oh oh I like legs in the ceiling to keep it a billion yeah And I like runnin through millions need someone to build with It s Eazy,breakup
1054,trey songz,slow motion,I know you got all dressed up for the club Waiting on them to come pick you up Baby ooh when I saw ya walking out the door Ooh I just knew ya needed something more Now whip it straight back to the crib ay Finna give you something that you won t forget no Baby ooh I just wanna get you out them clothes Ooh I just wanna see you dance in Slow motion We can take we can take we can take our time baby In slow motion We can take we can take we can take our time stay here In slow motion So shawty let your hair down and take a sip Gon put this joint between your lips Baby ooh why don t you make yourself comfortable Ooh while I go and put this tongue on you So tell me when you ready I ma speed it up for you just for a second Just for a second then I ma slow it back down and keep it steady Ooh baby now that you are out them clothes Ooh I just wanna see you dance in,breakup
1055,jacquees,come thru,Yeah ah yeah yeah yeah oh Yeah ah yeah yeah yeah baby Yeah yeah yeah yeah No no no no yeah Girl your body is legit Mama made you thick Don t know why you wonder why them other ho s talk shit I see sex in your eyes Sex between your thighs I don t play no games you re my candy crush all night Can I put my face in your water I know it s out of order He can t do the things that I do Know the tricks that I knew Don t know why you acting brand new ooooh hoo hoo She can t get the Snickers from another nigga She know what I did with the Twix My ex girlfriend can t stand her Cause a new man hit her with that Jolly Rancher And I want ya call me ya Willy Wonka And I want ya call me ya Willy Wonka And I want ya call me ya Willy Wonka Yeah I know they after me I got that Chocolate factory Come through come through lil mama come through If you know what s good for you If you know what s good for you Come through come through lil shawty come through If you know what s good for you If you know what s good for you,breakup
1056,niykee heaton,bad intentions,This is the face I wear treading the riptide Abysmal oceans where good girls go to die I wanna love somebody Wanna feel their love on me But after everything I still believe in true love Not being able to find it Damn it tears me up And I know it s my fault I know it s my fault Let s take a trip ten thousand miles above the clouds We can stay up here until we figure it out I don t wanna go home Don t wanna be alone be alone I ve got some damn bad intentions I ve got some damn bad intentions I got some secrets I forgot to mention Haven t learned my lesson I ve got some damn bad intentions I see the world in 25 dimensions I ve seen evil reign over perfection Blood heat over tension And I know,breakup
1057,ciara,i bet,Na na na na Na na na na Na na na na No no hey I bet you start loving me Soon as I start loving someone else Somebody better than you I bet you start needing me Soon as you see me with someone else Somebody other than you And I know that it hurts You know that it hurts your pride But you thought the grass was greener on the other side I bet you start loving me Soon as I start loving someone else Somebody better than you So I m s posed to believe that it s Fellini s calling your phone I m s posed to believe that they re asking you if you re home I wasn t born yesterday not me Can t get that over me not me I love you but I won t be a fool for you That is just something that I wouldn t do babe I mean I mma stay if you could tell the truth But you can t no matter how much time I ask,breakup
1058,trey songz,nobody else but you,I don t want nobody else but you I don t want nobody else but you ooh ah ah Nobody else but you ooh ah ah She like what s up what s up with me and you yeah What we fin nin fin nin to do Lately I ve been giving you some room uh huh Lately I just don t know what to do ooh ooh ooh I don t want nobody else but you I know you don t want to wait for me aye They say you should stay away from me aye I know you the only babe for me pray for me Gratefully you love me too Know a lot of men would do you better Know that I done put you through whatever I know that you care for me I know you ll be there for me If ever something happen you still down Real one I guess I m just a fool with her Looking in the mirror like ain t you scared to lose her Why you acting like another man wouldn t choose her You know she the only true girl ooh girl I can t even lie yeah you got me falling Even when I try and the game keep calling Why we in the club why I m always ballin Tryna be in love we don t fall too often It s hard to but you got me falling Even when I try and the hoes keep calling Why we in the club why I m always ballin Tryna be in love we don t fall too often It s hard to but still,breakup
1059,pleasure p,letter to my ex,I still can t believe that you re gone It was supposed to be forever you and me Still got your number in my phone I m just hoping it will ring maybe it s a dream I still smell the scent of your perfume I can feel you holding me even hear you breathe I wish I could see where we went wrong Cause the love that we had was so strong But they say when you love something let it go And if it really loves you then you would know It will come back it will come back Kiss you miss you miss you They say when you love something let it go And if it really loves you then you would know It will come back it will come back Cause baby I miss you miss you miss you And I m going through pictures that we took And it s so crazy cause I miss your smile Remember the dinners that we used to cook We just laughed till we cried while we really really really tried There were so many good memories Memories between you and I I really hope you find yourself I m still waiting for you They say when you love something let it go And if it really loves you then you would know It will come back it will come back Miss you miss you miss you They say when you love something let it go And if it really loves you then you would know It will come back it will come back Cause baby I miss you miss you miss you I can t make you love me But I want you to know that I still love you So when the music stops and you re home alone And you lay in your bed at night Pick up the phone and call me Cause I miss you baby They say when you love something let it go And if it really loves you then you would know It will come back it will come back Miss you miss you miss you They say when you love something let it go And if it really loves you then you would know It will come back it will come back Cause baby I miss you miss you miss you,breakup
1060,youngn lipz,spaceship,Yeah Oh oh Yeah Yeah yeah Yeah Grrrt buah I m on a spaceship Feel like a holiday Say I won t make it but I m on the way I can not settle for basics no controlling me Ice upon my wrist I think she notice it I m on a spaceship Feel like a holiday Say I won t make it but I m on the way I can not settle for basics no controlling me Ice upon my wrist I think she notice it I m deep in that ocean Got price for the low Caught up in the moment But I can t let it show Still keeping a four I use to be poor Battle with my demons I was going to war I came and I saw swear it was mask on in the stores Now it s Louis and Dior ask if I m going back I say What for They wanna show mе love but it s a boast Brother lower down thе tone Say you congratulating no applause It don t matter keep it going Yeah I was jumping fences from the law I know the Devil tryna see me fall Now it s all drippin down and shuttin shows Drippin down and shuttin shows,breakup
